sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.29203;2.07338;7.33853;-3.39598;2.84277;8.74965;1.01006;-0.80599;-1.36219;-0.19479;-0.06422;0.46655;159.0;-28.02;13.2;-20.82;65.752;-16.851;21.213;1.97;928.898;65.2006;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;338010;2021-02-12 10:49:08:243
-4.50589;2.09014;8.55239;-2.23736;1.84095;9.36886;-1.28081;-0.01838;-1.5635;0.46311;-0.25969;-0.22006;166.0;-32.04;10.44;-16.14;71.959;-10.82;13.431;1.97;928.88;64.187;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;338509;2021-02-12 10:49:08:742
0.9481;4.32153;7.40796;-0.60831;5.86434;7.83644;1.69137;0.40375;1.30479;2.121;-1.60054;-0.37828;166.0;-33.78;-3.42;-10.02;86.725;-36.727;4.439;1.97;928.944;65.1364;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;339009;2021-02-12 10:49:09:242
2.95684;7.16136;5.18135;1.66711;7.61437;5.95083;-0.4962;0.27302;-1.54001;-0.25832;-1.69278;-0.67333;110.0;-31.98;-11.94;10.26;103.969;-50.937;-15.65;1.97;928.92;61.9974;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;339512;2021-02-12 10:49:09:745
0.03112;6.32817;6.27071;1.23783;7.19102;6.5519;-0.98786;0.4313;0.90684;-0.20884;-1.008;-1.14675;112.0;-8.88;-28.08;18.9;157.368;-47.84;-12.686;1.97;928.88;64.549;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;340010;2021-02-12 10:49:10:243
0.58897;5.93792;4.46758;0.2437;6.71979;7.1383;-0.60473;-0.62984;-3.28711;-1.80747;-0.70563;-0.83398;144.0;4.68;-29.82;13.44;187.885;-46.203;-3.474;1.97;928.872;64.2386;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;340509;2021-02-12 10:49:10:742
-0.92895;3.73495;7.83413;-1.33445;3.08698;9.21196;0.65927;0.5524;-1.30476;-0.12271;0.58697;0.43478;13.0;6.48;-29.22;-0.9;192.32;-19.227;5.95;1.97;928.904;57.4455;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;341009;2021-02-12 10:49:11:242
-4.44124;0.25379;7.91314;-1.73721;1.81569;9.47923;-2.6027;-1.86982;-1.48263;0.68058;0.68348;0.45922;12.0;4.86;-27.48;-5.4;189.229;-14.687;10.514;1.97;928.923;61.3712;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;341509;2021-02-12 10:49:11:742
-5.09995;-0.31364;10.30494;-3.89902;2.25106;8.7121;-1.41629;-2.40776;2.70746;-0.72074;0.94371;2.12016;8.0;-9.06;-24.12;-7.86;153.238;-13.071;21.724;1.97;928.924;55.6045;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;342009;2021-02-12 10:49:12:242
-2.65756;3.00472;9.43824;-5.5429;5.35695;6.06215;2.86136;-2.71593;4.38413;-0.92661;1.07871;1.66751;4.0;-13.2;-7.02;-23.22;93.152;-33.111;42.438;1.97;928.874;65.2556;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;342509;2021-02-12 10:49:12:742
-3.50511;8.36325;5.14065;-4.721;6.92328;5.09417;1.29873;0.96069;0.89332;-0.53077;-0.24564;1.56916;5.0;4.8;3.18;-28.02;50.522;-38.685;51.884;1.97;928.877;67.6504;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;343009;2021-02-12 10:49:13:242
-6.46704;6.95546;1.52271;-4.26268;8.70053;1.51666;-2.52129;0.03126;-1.03052;-0.02863;1.29923;-0.51389;2.0;33.36;-1.68;-6.06;335.867;-63.266;58.527;1.97;928.874;67.9727;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;343509;2021-02-12 10:49:13:742
-5.78948;7.35529;-0.22745;-5.29194;8.19047;1.04;-0.83446;-0.56283;-1.08507;1.17416;0.28214;0.44028;9.0;33.54;1.44;4.32;331.865;-54.995;72.586;1.97;928.886;63.9318;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;344009;2021-02-12 10:49:14:242
-7.76469;5.3274;2.22421;-7.30309;6.46605;1.01255;-0.21008;-0.99531;-0.86861;-2.15811;-3.33174;-1.56641;8.0;30.18;9.3;-6.48;19.065;-50.027;97.144;1.97;928.871;58.9114;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;344509;2021-02-12 10:49:14:742
-5.05685;1.99437;8.18368;-4.83159;2.00307;8.2954;-0.16842;-0.09112;-0.05794;-0.26382;0.02069;0.34743;17.0;19.26;20.1;-10.26;334.772;-12.521;31.18;1.97;928.899;60.5192;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;345009;2021-02-12 10:49:15:242
-1.13246;-0.67756;9.22516;-0.17074;-0.98082;9.75598;-0.59002;0.52405;-0.22472;0.71296;0.26321;0.07437;25.0;12.3;22.68;-8.1;331.256;9.656;2.396;1.97;928.907;62.7799;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;345509;2021-02-12 10:49:15:742
-0.58179;-1.58736;9.35205;0.22519;-2.14958;9.56551;-0.67965;0.41515;0.40867;-0.15936;-0.11492;0.40668;24.0;14.28;21.96;-6.66;324.704;12.662;-1.349;1.97;928.92;61.6111;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;346009;2021-02-12 10:49:16:242
0.96726;-1.57778;10.41747;1.03913;-1.19251;9.67825;-0.96146;0.79787;-1.62324;0.9347;-0.98723;-0.3007;21.0;14.52;18.78;-11.34;317.769;6.985;-6.128;1.97;928.928;58.4031;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;346510;2021-02-12 10:49:16:743
1.78129;0.02634;8.94264;1.83202;-0.05236;9.63386;0.17143;-0.18094;-0.40228;0.46678;0.33407;1.16232;7.0;16.86;12.9;-15.96;303.311;0.009;-11.179;1.97;928.887;58.9354;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;347010;2021-02-12 10:49:17:243
-1.02472;-0.36631;11.68879;1.18809;-0.28111;9.73035;-1.83609;-0.05347;1.44929;0.77832;0.48556;2.26371;6.0;22.5;-1.92;-14.64;264.563;1.643;-6.961;1.97;928.935;58.1822;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;347509;2021-02-12 10:49:17:742
1.09654;0.90501;10.40071;-0.45284;1.65169;9.65594;1.69499;-0.72586;0.74916;-0.23327;0.4538;1.58504;3.0;7.26;-24.72;-6.24;196.005;-10.588;2.643;1.97;928.921;58.629;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;348009;2021-02-12 10:49:18:242
1.71185;2.40857;7.19488;1.15597;1.44532;9.63043;0.20822;1.07363;-2.59121;0.21999;-0.42524;0.34987;3.0;0.6;-28.08;-7.92;183.475;-7.304;-4.508;1.97;928.889;54.037;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 2;348509;2021-02-12 10:49:18:742
-0.66559;1.39582;6.68491;0.36398;0.84559;9.76334;-1.28756;0.26199;-3.31462;0.11858;0.43669;0.97051;2.0;-3.48;-30.36;-9.42;175.543;-4.907;-4.601;1.97;928.884;57.1572;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;349010;2021-02-12 10:49:19:243
-0.68235;-0.68714;9.68485;-0.90814;1.44309;9.65729;0.10687;-1.76695;-3.6344;1.14301;-1.08742;-0.75274;2.0;-8.1;-36.6;-9.54;166.254;0.023;6.319;1.97;928.898;57.9578;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;349510;2021-02-12 10:49:19:743
-1.9417;1.1133;9.45979;-0.53287;0.60846;9.77324;-2.04548;0.32304;-1.3429;0.2542;0.38416;0.80985;3.0;-6.6;-41.1;-9.3;169.508;-3.557;3.121;1.97;928.948;55.6011;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;350009;2021-02-12 10:49:20:242
-0.64643;1.24738;8.00172;-1.89897;0.50399;9.60783;1.54501;-0.94559;-0.53928;1.84733;-0.93226;-1.55786;2.0;-12.54;-40.14;-11.94;159.537;-3.112;8.926;1.97;928.927;56.632;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;350509;2021-02-12 10:49:20:742
0.59616;0.99838;12.22749;0.71547;2.54713;9.44302;-1.99123;-0.71689;0.82752;-1.68408;0.28337;0.95646;2.0;-6.78;-41.88;0.12;169.588;-24.549;-3.701;1.97;928.897;51.2897;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;351009;2021-02-12 10:49:21:242
1.28329;1.1564;15.43362;-0.55359;1.30403;9.70378;2.19936;1.71176;1.61506;0.00741;0.30047;-0.09545;1.0;-17.64;-36.24;-7.44;152.449;-8.549;0.303;1.97;928.91;50.1806;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;351509;2021-02-12 10:49:21:742
-0.07901;2.41336;10.64731;-0.00951;2.12561;9.57351;0.33154;0.31329;-1.90125;-0.39149;-0.24137;-0.04597;1.0;-5.22;-39.06;-3.18;169.266;-15.171;1.326;1.97;928.929;49.8014;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;352009;2021-02-12 10:49:22:242
3.70862;2.65756;9.67287;1.15074;0.74299;9.71052;3.06497;1.88441;0.37731;-0.29314;-0.12286;0.62476;1.0;-17.82;-34.98;-5.4;153.422;-6.492;-9.312;1.97;928.905;52.6871;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;352510;2021-02-12 10:49:22:743
1.43173;-0.31364;10.82449;1.45955;1.06213;9.63909;-0.22904;-1.4426;-0.12047;0.7099;-0.72334;-1.1443;1.0;-8.82;-42.0;-1.86;168.264;-6.218;-8.61;1.97;928.892;52.6123;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;353009;2021-02-12 10:49:23:242
1.28329;-0.57461;9.28023;2.21329;-1.15999;9.48294;-0.2761;0.40376;-0.35209;0.54497;0.61384;1.42805;3.0;-8.28;-39.84;-9.3;172.018;6.793;-13.137;1.97;928.918;57.9204;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;353509;2021-02-12 10:49:23:742
0.21548;-1.57299;7.09432;0.51414;2.53583;9.45915;-0.27095;-4.02883;-1.54162;0.55535;-0.29268;-2.23103;3.0;-5.04;-39.96;4.26;172.616;-9.933;-2.811;1.97;928.918;57.9544;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;354010;2021-02-12 10:49:24:243
0.77572;-0.05746;8.0113;2.71888;-0.50466;9.40869;-2.94267;-0.39337;-0.61449;-0.50877;-0.56452;-1.26342;4.0;29.82;-28.8;-15.84;228.308;1.339;-12.714;1.97;928.898;65.2796;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;354509;2021-02-12 10:49:24:742
4.15155;-0.50518;9.77343;3.76603;-0.13509;9.05368;-3.31632;-0.05331;0.08109;0.70685;-0.84612;1.76525;6.0;28.8;-26.22;-18.0;231.663;1.252;-17.701;1.97;928.909;64.0444;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;355010;2021-02-12 10:49:25:243
0.22745;4.86981;10.47254;1.67075;2.79058;9.25158;-0.74706;1.9622;2.51089;0.60911;1.56924;1.25518;4.0;12.36;-38.64;4.86;195.217;-15.918;-11.617;1.97;928.876;64.9886;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;355510;2021-02-12 10:49:25:743
0.40701;1.44849;8.301;0.68098;2.52057;9.45269;0.47034;-1.37405;0.03924;-0.50083;1.44034;1.57771;4.0;-27.54;-26.34;5.22;132.468;-14.894;-4.12;1.97;928.879;61.4605;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;356009;2021-02-12 10:49:26:242
-0.5387;-0.29928;12.60338;0.21843;1.41627;9.70138;-0.95546;-1.72977;0.83861;1.27984;-0.59934;-0.96471;4.0;-32.64;-23.7;3.78;126.207;-8.304;-1.29;1.97;928.896;62.9512;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;356509;2021-02-12 10:49:26:742
-0.88346;2.99515;8.61703;0.18347;2.84915;9.38185;-1.00938;-0.03429;-0.70912;0.07582;-0.03428;0.53863;4.0;-29.7;-27.0;6.78;132.515;-16.982;-1.397;1.97;928.892;59.3163;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;357010;2021-02-12 10:49:27:243
1.09176;2.96402;8.76547;0.53842;1.67943;9.64676;0.28149;1.12483;-1.14071;0.10881;0.16547;0.51725;5.0;-33.3;-21.0;1.68;122.051;-9.214;-3.792;1.97;928.904;59.4564;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 3;357510;2021-02-12 10:49:27:743
1.28329;3.49314;7.0201;1.54409;4.54114;8.55361;-0.12909;-1.35263;-1.33743;0.23954;-1.1088;0.12813;7.0;-30.06;-17.76;9.72;123.149;-25.093;-2.882;1.97;928.883;56.1213;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;358009;2021-02-12 10:49:28:242
0.9481;3.58412;7.28825;0.6921;3.6076;9.09267;3.4016;-0.87201;-0.73282;-1.39331;-0.34583;0.50381;13.0;-33.3;-20.16;6.9;121.193;-21.584;-4.353;1.97;928.889;55.9936;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;358509;2021-02-12 10:49:28:742
-1.16598;0.01437;8.80617;0.05353;2.17544;9.56216;-1.31139;-1.25295;-2.92718;0.67508;-1.10452;-1.55175;13.0;-0.24;-39.6;7.08;163.991;-9.628;-3.023;1.97;928.899;53.2523;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;359009;2021-02-12 10:49:29:242
-0.38068;-0.92656;13.35516;1.48948;1.58044;9.56316;0.45089;-2.35088;3.96346;-0.29253;0.78489;2.1953;13.0;-2.82;-39.78;2.76;175.09;-9.274;-8.853;1.97;928.896;55.5823;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;359509;2021-02-12 10:49:29:742
1.71185;-0.51236;12.90744;1.30887;1.40762;9.61644;0.87515;-1.31134;3.16927;0.66531;-0.54191;-1.72401;11.0;7.86;-41.58;-3.3;191.15;-3.74;-5.004;1.97;928.899;65.9393;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;360009;2021-02-12 10:49:30:242
1.25217;2.66235;12.59619;0.98122;1.04135;9.70171;-0.23625;1.71556;1.2643;-0.67921;0.5216;-0.3569;11.0;28.14;-32.94;-4.74;221.211;-8.862;-8.205;1.97;928.943;64.7305;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;360509;2021-02-12 10:49:30:742
1.85311;2.99036;9.90272;1.82264;3.14147;9.10931;-2.72816;-0.35991;1.67383;0.27741;0.82215;1.60764;11.0;15.78;-40.56;2.88;200.316;-18.684;-11.315;1.97;928.917;64.7053;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;361011;2021-02-12 10:49:31:244
2.21464;3.93846;7.60907;2.17299;3.64967;8.83903;-0.49707;-1.11938;-0.99077;0.7154;0.04818;1.42377;16.0;-24.24;-33.24;10.5;141.39;-21.849;-13.812;1.97;928.916;64.2922;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;361509;2021-02-12 10:49:31:742
2.229;3.39737;9.07432;0.91238;3.58251;9.08315;0.95638;-0.00419;-0.72197;-0.38721;0.634;2.23439;17.0;-42.3;-10.38;-2.34;99.619;-21.427;-5.736;1.97;928.926;61.0961;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;362009;2021-02-12 10:49:32:242
-0.0838;4.93236;7.12305;0.40843;3.34689;9.20879;-0.17994;0.82832;-2.89635;0.44723;-0.1027;-0.16203;17.0;-41.52;-4.14;-6.24;91.482;-19.955;-2.54;1.97;928.942;45.7154;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;362509;2021-02-12 10:49:32:742
0.97683;5.96904;6.17973;0.71075;6.05549;7.6809;-0.14838;-0.51862;-3.14557;0.47961;0.25649;0.9137;21.0;-42.36;-2.34;-6.96;85.408;-34.358;-2.539;1.97;928.916;45.1135;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;363009;2021-02-12 10:49:33:242
0.79009;6.04805;5.36571;1.12629;6.1232;7.57682;0.61528;-0.89315;-0.52352;-0.27481;-0.25175;-0.2109;20.0;-41.28;-2.88;-3.72;83.479;-39.233;-9.708;1.97;928.877;51.4508;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;363509;2021-02-12 10:49:33:742
0.15562;5.08558;6.65379;0.40647;6.02312;7.72833;-1.18902;-0.32815;-0.93718;-0.01275;-0.07521;0.5704;19.0;-40.08;-4.26;-6.78;86.767;-37.989;-2.533;1.97;928.882;48.8075;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;364010;2021-02-12 10:49:34:243
0.18435;5.52851;6.41915;0.22823;6.61723;7.23398;0.22756;-0.80685;-1.85075;0.24442;-0.0856;-0.42226;20.0;-37.68;-6.6;-4.2;92.927;-40.113;-1.974;1.97;928.856;49.6893;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;364509;2021-02-12 10:49:34:742
-0.43335;4.5418;6.02651;-0.2326;7.00328;6.86078;-1.54247;-3.69087;-1.14808;0.63171;-0.15524;-0.4021;21.0;-37.2;-9.0;-2.16;96.713;-45.493;-1.158;1.97;928.881;49.6607;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;365009;2021-02-12 10:49:35:242
5.0784;4.16352;14.93323;0.54712;3.34851;9.20101;3.06736;0.15127;2.56956;0.59078;4.38349;-1.89689;21.0;-34.86;-4.56;-3.12;90.102;-25.849;-11.951;1.97;928.913;49.047;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;365509;2021-02-12 10:49:35:742
2.62405;1.00317;7.51091;3.20543;6.88951;6.19921;-9.16052;-6.60537;-5.61361;-2.61198;-0.49366;5.86843;12.0;-32.82;-13.02;17.28;162.184;-51.64;44.718;1.97;928.882;56.8534;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;366009;2021-02-12 10:49:36:242
9.94342;2.92811;9.65611;2.22087;3.64242;8.83011;6.06691;-1.67526;0.07154;0.30979;-0.02146;-0.12416;16.0;-27.84;22.62;-9.3;42.61;-21.803;-14.118;1.97;928.908;60.0231;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;366510;2021-02-12 10:49:36:743
0.85473;5.66259;6.46225;2.0539;6.47705;7.07104;-2.72493;2.08122;-1.37022;0.33972;-0.54497;0.24725;19.0;-40.32;-4.74;7.62;91.534;-40.021;-17.312;1.97;928.909;57.1955;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;367009;2021-02-12 10:49:37:242
4.97066;4.48195;9.4143;2.29214;4.26526;8.52784;3.25254;1.14083;0.61817;-1.53197;0.93088;1.88986;18.0;-39.72;3.3;2.28;80.748;-25.781;-15.045;1.97;928.884;58.2204;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;367509;2021-02-12 10:49:37:742
0.43814;4.45322;6.01453;2.11427;5.04068;8.14197;-1.83178;-0.93447;-1.85888;0.31528;-1.1314;-1.03985;16.0;-37.98;0.72;2.7;84.889;-24.38;-13.496;1.97;928.887;57.386;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;368009;2021-02-12 10:49:38:242
1.49159;2.81079;9.0863;1.36292;3.46032;9.07409;-0.56848;-0.11332;0.03742;-0.07445;1.18622;-0.43387;13.0;-32.04;-8.28;3.42;102.058;-20.662;-8.542;1.97;928.891;51.1084;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;368509;2021-02-12 10:49:38:742
0.28252;2.99036;8.16213;0.39951;5.56886;8.06217;1.12913;-2.07218;-0.08092;0.88522;-0.20777;-0.86819;10.0;-25.44;-11.22;4.32;104.136;-22.901;-5.673;1.97;928.915;52.9235;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;369009;2021-02-12 10:49:39:242
-0.249;3.84748;7.4343;0.63935;4.06363;8.90216;-0.44419;-1.63433;1.73649;-0.26748;0.18196;-0.78511;10.0;-20.46;-14.94;6.36;124.329;-33.274;-8.762;1.97;928.908;57.0935;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;369509;2021-02-12 10:49:39:742
0.14126;1.8579;9.88596;-1.03469;3.9321;8.92403;0.87795;0.68769;3.01226;1.06665;-1.22669;-1.34955;8.0;-24.06;-14.82;0.54;122.639;-19.461;5.492;1.97;928.949;55.1188;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;370009;2021-02-12 10:49:40:242
-1.81959;5.05925;8.13819;0.36245;6.16783;7.61556;-2.08735;-1.39212;1.88716;-0.23144;1.18439;0.46594;8.0;-14.7;-23.52;14.46;150.762;-36.973;-1.349;1.97;928.9;53.9269;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;370509;2021-02-12 10:49:40:742
0.36152;6.73279;11.88272;-0.95669;3.74698;9.01195;1.06782;2.83597;3.55366;-0.02436;0.28398;0.09514;9.0;-28.38;-18.6;0.36;123.868;-22.463;6.06;1.97;928.909;55.6214;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;371009;2021-02-12 10:49:41:242
-1.66876;5.85652;6.48859;-0.7144;6.99594;6.83497;-1.08521;-0.97237;-0.65529;-0.17891;-0.74106;0.06338;11.0;-19.2;-21.24;17.22;148.712;-45.511;5.967;1.97;928.869;52.1519;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;371509;2021-02-12 10:49:41:742
-1.13006;4.93236;7.68569;-1.46481;3.86794;8.89178;0.36291;0.91423;-1.13452;-0.43547;-0.04345;0.56001;10.0;-24.0;-18.24;5.1;131.405;-25.575;9.724;1.97;928.922;62.535;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;372009;2021-02-12 10:49:42:242
-0.9481;3.17232;7.87004;-1.18011;4.62586;8.56616;0.17132;-1.84489;-0.14314;0.17417;-0.68058;-0.2219;11.0;-26.94;-11.64;7.26;121.641;-26.938;9.043;1.97;928.921;58.2495;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;372509;2021-02-12 10:49:42:742
-2.99993;4.40054;6.90757;-1.09521;4.70286;8.53546;-1.63559;-0.01061;-0.52993;0.76488;0.99014;0.30956;12.0;-38.88;-2.52;10.08;101.134;-22.905;3.389;1.97;928.924;59.4519;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;373009;2021-02-12 10:49:43:242
-0.34955;2.84671;7.63541;-0.96101;4.02749;8.88967;0.33734;-1.7843;-0.98157;1.07703;-1.2273;-1.05756;12.0;-55.98;6.84;11.82;90.571;-23.365;5.774;1.97;928.874;57.8933;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 4;373510;2021-02-12 10:49:43:743
-0.13168;4.35505;12.20355;0.07652;6.16893;7.62291;0.00431;-1.01108;3.99644;-1.06466;0.87529;0.59483;13.0;-70.68;2.76;16.38;95.845;-38.981;-0.575;1.97;928.891;62.0956;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;374009;2021-02-12 10:49:44:242
0.47166;5.13347;9.99849;-0.35571;4.77762;8.55676;0.76701;0.61152;1.30164;-0.29864;0.353;0.5313;13.0;-108.48;-12.42;12.96;100.032;-29.155;2.38;1.97;928.886;56.1513;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;374509;2021-02-12 10:49:44:742
-2.40857;4.42927;7.41035;-1.34423;5.08557;8.27649;-1.18297;-0.80975;-0.78848;-0.6285;0.9938;1.4421;12.0;-87.06;-37.62;20.04;121.223;-34.264;9.002;1.97;928.872;54.6906;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;375009;2021-02-12 10:49:45:242
-4.54898;4.707;7.02728;-1.7845;5.01021;8.23916;-1.93399;-0.34685;-1.94261;0.11981;0.30658;0.18311;10.0;-83.34;-13.38;0.84;102.668;-26.994;9.662;1.97;928.9;59.674;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;375509;2021-02-12 10:49:45:742
-2.58334;2.82276;9.05278;-2.06205;3.8676;8.77268;-0.19973;0.60072;2.02653;1.00556;-0.09843;-0.02337;12.0;-67.74;-10.68;-6.9;100.761;-18.901;12.364;1.97;928.911;63.2118;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;376010;2021-02-12 10:49:46:243
-2.18591;5.43993;8.35846;-1.41717;4.92388;8.36166;-0.46688;0.23704;0.28485;0.38126;-0.10698;-0.66416;13.0;-57.6;-16.92;-0.66;108.783;-29.764;10.394;1.97;928.872;58.285;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;376509;2021-02-12 10:49:46:742
-3.07894;2.8898;10.13496;-2.21805;4.43647;8.45981;-0.48815;-1.26105;1.63622;-0.10011;2.19049;-0.25855;18.0;-45.78;-27.24;-7.14;119.607;-26.897;14.691;1.97;928.876;59.8666;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;377009;2021-02-12 10:49:47:242
-1.32878;4.14915;9.96736;-2.44427;4.05001;8.5903;0.67461;0.23181;1.94452;0.29451;-0.05811;0.23503;23.0;-45.72;-23.34;-11.64;114.22;-24.393;15.883;1.97;928.886;52.6057;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;377509;2021-02-12 10:49:47:742
-2.54025;6.4407;6.4024;-0.61832;6.32687;7.46717;-1.85959;-0.91582;0.29051;-0.56803;-0.06422;-0.01787;33.0;-31.26;-36.72;12.0;142.444;-37.92;5.927;1.97;928.869;53.7647;12.355663;76.59636;2221.469;NaN;;0.79;12.903226;359.146;0 / 5;378009;2021-02-12 10:49:48:242
